n_estimators,num_leaves,max_depth,learning_rate,mae
1000,256,64,0.05,0.0027702874229133226
2500,32,64,0.05,0.0028602113305490925
2500,64,64,0.05,0.002774175987343441
2500,128,64,0.05,0.00270982560388056
2500,256,64,0.05,0.002703583919551007
5000,32,64,0.05,0.002724647626351929
5000,64,64,0.05,0.002674462152789788
5000,128,64,0.05,0.002651995359375929
5000,256,64,0.05,0.0026705747098931614
100,32,8,0.1,0.0050654782793982545
100,64,8,0.1,0.004605961473547934
100,128,8,0.1,0.00421978692468886
100,256,8,0.1,0.004095308479245107
500,32,8,0.1,0.0039030678561415774
500,64,8,0.1,0.0037831087587836473
500,128,8,0.1,0.003676465447293975
500,256,8,0.1,0.0035627506769382515
1000,32,8,0.1,0.0036044925034226143
1000,64,8,0.1,0.003575201387465837
1000,128,8,0.1,0.0035580373039400246
1000,256,8,0.1,0.0034528833994443594
2500,32,8,0.1,0.003306165940379225
2500,64,8,0.1,0.0033813716499027447
2500,128,8,0.1,0.0034478310556400257
2500,256,8,0.1,0.003357028890086659
5000,32,8,0.1,0.003158813215524735
5000,64,8,0.1,0.003284173628283476
5000,128,8,0.1,0.0033718721624338647
5000,256,8,0.1,0.00329957836865249
100,32,16,0.1,0.005226209601290839
100,64,16,0.1,0.00457368732684315
100,128,16,0.1,0.004105949293386825
100,256,16,0.1,0.003807376655698701
500,32,16,0.1,0.003844321170033213
500,64,16,0.1,0.0036522359967111314
500,128,16,0.1,0.003488519120903876
500,256,16,0.1,0.0033843573106131313
1000,32,16,0.1,0.003514175999736004
1000,64,16,0.1,0.003450216709781919
1000,128,16,0.1,0.003357901449840765
1000,256,16,0.1,0.0032995869860995394
2500,32,16,0.1,0.0032392151056637813
2500,64,16,0.1,0.0032678462474292074
2500,128,16,0.1,0.0032491447515268427
2500,256,16,0.1,0.0032304797976366534
5000,32,16,0.1,0.0030743126414110645
5000,64,16,0.1,0.003170194319826094
5000,128,16,0.1,0.0031916208205585938
5000,256,16,0.1,0.0031953380054180326
100,32,32,0.1,0.005226209601290839
100,64,32,0.1,0.004664436061011062
100,128,32,0.1,0.004082295536032074
100,256,32,0.1,0.0038301936055878238
500,32,32,0.1,0.0038436532393965246
500,64,32,0.1,0.003707107427100221
500,128,32,0.1,0.0034987291616602155
500,256,32,0.1,0.0034007532342500866
1000,32,32,0.1,0.0035396838173267185
1000,64,32,0.1,0.003478884302138215
1000,128,32,0.1,0.0033701154988419256
1000,256,32,0.1,0.0033313179254576193
2500,32,32,0.1,0.0032493436620075976
2500,64,32,0.1,0.0032859039812015247
2500,128,32,0.1,0.0032663426121211972
2500,256,32,0.1,0.0032704742844358254
5000,32,32,0.1,0.003099017908497906
5000,64,32,0.1,0.003195106886232398
5000,128,32,0.1,0.003213355465383831
5000,256,32,0.1,0.0032426062403898915
100,32,64,0.1,0.005226209601290839
100,64,64,0.1,0.004664436061011062
100,128,64,0.1,0.004082295536032074
100,256,64,0.1,0.003814594308012216
500,32,64,0.1,0.0038436532393965246
500,64,64,0.1,0.003707107427100221
500,128,64,0.1,0.003495816314825833
500,256,64,0.1,0.0033980492565153296
1000,32,64,0.1,0.0035396838173267185
1000,64,64,0.1,0.003478884302138215
1000,128,64,0.1,0.003377312518564338
1000,256,64,0.1,0.0033325750978535746
2500,32,64,0.1,0.0032493436620075976
2500,64,64,0.1,0.0032859039812015247
2500,128,64,0.1,0.003264171790085034
2500,256,64,0.1,0.003276072270103259
5000,32,64,0.1,0.003099017908497906
5000,64,64,0.1,0.003195106886232398
5000,128,64,0.1,0.0032081683877214742
5000,256,64,0.1,0.0032490034143604954
100,32,8,0.5,0.008197224958424176
100,64,8,0.5,0.008227243093384023
100,128,8,0.5,0.007691235252329033
100,256,8,0.5,0.007913445749250349
500,32,8,0.5,0.006596040263817972
500,64,8,0.5,0.007191602562837572
500,128,8,0.5,0.007147443224644826
500,256,8,0.5,0.00731350559602844
1000,32,8,0.5,0.006280038313762699
1000,64,8,0.5,0.0069593519899923155
1000,128,8,0.5,0.00701387830976222
1000,256,8,0.5,0.007181774209214781
2500,32,8,0.5,0.005999906893972773
2500,64,8,0.5,0.006737615180604369
2500,128,8,0.5,0.006868026644549001
2500,256,8,0.5,0.007013885987863039
5000,32,8,0.5,0.0058587280774151955
5000,64,8,0.5,0.006648563835427339
5000,128,8,0.5,0.006789705687902454
5000,256,8,0.5,0.006921340486751833
100,32,16,0.5,0.007454189881620835
100,64,16,0.5,0.007860856084488327
100,128,16,0.5,0.0073682270654768876
100,256,16,0.5,0.007362087060373943
500,32,16,0.5,0.006262689738429188
500,64,16,0.5,0.006980164556119675
500,128,16,0.5,0.006860823587842465
500,256,16,0.5,0.007089263551037398
1000,32,16,0.5,0.005970776156663634
1000,64,16,0.5,0.0067663229841788426
1000,128,16,0.5,0.006774784313469154
1000,256,16,0.5,0.007017030435025831
2500,32,16,0.5,0.005749617730951204
2500,64,16,0.5,0.006624100790187871
2500,128,16,0.5,0.006681943613983532
2500,256,16,0.5,0.006950482970017098
5000,32,16,0.5,0.005650406340397127
5000,64,16,0.5,0.006545545908930551
5000,128,16,0.5,0.006629846683016762
5000,256,16,0.5,0.00692155989222037
100,32,32,0.5,0.007454189881620835
100,64,32,0.5,0.007751866210499878
100,128,32,0.5,0.007331351422383644
100,256,32,0.5,0.007463485215999874
500,32,32,0.5,0.006184627396907339
500,64,32,0.5,0.006944838757694249
500,128,32,0.5,0.006847890312550754
500,256,32,0.5,0.007196503290697283
1000,32,32,0.5,0.005886246182676849
1000,64,32,0.5,0.006769537055160399
1000,128,32,0.5,0.006749483119460045
1000,256,32,0.5,0.007144759398249154
2500,32,32,0.5,0.005683597869115401
2500,64,32,0.5,0.006628849669128307
2500,128,32,0.5,0.006663555148943554
2500,256,32,0.5,0.0070926624813861285
5000,32,32,0.5,0.005557900316949831
5000,64,32,0.5,0.006553775099301531
5000,128,32,0.5,0.006610234240369562
5000,256,32,0.5,0.007054405332035495
100,32,64,0.5,0.007454189881620835
100,64,64,0.5,0.007751866210499878
100,128,64,0.5,0.007331351422383644
100,256,64,0.5,0.007514708872239381
500,32,64,0.5,0.006184627396907339
500,64,64,0.5,0.006944838757694249
500,128,64,0.5,0.006846555134527531
500,256,64,0.5,0.007247028387391882
1000,32,64,0.5,0.005886246182676849
1000,64,64,0.5,0.006769537055160399
1000,128,64,0.5,0.006753548732306419
1000,256,64,0.5,0.007189642680049049
2500,32,64,0.5,0.005683597869115401
2500,64,64,0.5,0.006628849669128307
2500,128,64,0.5,0.0066698282575843055
2500,256,64,0.5,0.007136273202660127
5000,32,64,0.5,0.005557900316949831
5000,64,64,0.5,0.006553775099301531
5000,128,64,0.5,0.006616437705372362
5000,256,64,0.5,0.007100582562588347
